amfi_code,date,nav,aum_cr
119551,2022-08-15,94.1579,33398.65
120503,2022-08-15,102.2717,37309.54
118632,2022-08-15,67.2539,24109.39
119092,2022-08-15,61.1785,21933.56
120841,2022-08-15,53.6829,18819.0
125497,2022-08-15,122.2912,43961.3
118989,2022-08-15,97.8672,36104.11
120594,2022-08-15,46.5277,18027.64
118825,2022-08-15,38.8145,13589.76
119775,2022-08-15,77.6271,28324.36
119551,2022-08-16,94.5982,34560.61
120503,2022-08-16,102.0162,35963.39
118632,2022-08-16,66.6681,24139.89
119092,2022-08-16,60.8103,21946.74
120841,2022-08-16,53.5521,18796.67
125497,2022-08-16,121.9758,43452.41
118989,2022-08-16,97.88,35428.16
120594,2022-08-16,47.3226,17382.61
118825,2022-08-16,38.7339,13231.6
119775,2022-08-16,77.8707,28785.99
119551,2022-08-17,94.9417,33736.34
120503,2022-08-17,102.9189,37488.68
118632,2022-08-17,67.2591,23466.79
119092,2022-08-17,61.3725,21359.41
120841,2022-08-17,53.2631,18560.7
125497,2022-08-17,122.3603,43281.99
118989,2022-08-17,98.3444,35193.84
120594,2022-08-17,46.5928,17042.72
118825,2022-08-17,39.2465,14172.69
119775,2022-08-17,77.753,27858.07
119551,2022-08-18,94.6728,33649.23
120503,2022-08-18,101.7299,36610.75
118632,2022-08-18,67.2319,23586.38
119092,2022-08-18,60.7566,21955.61
120841,2022-08-18,53.7519,18338.79
125497,2022-08-18,122.6795,44205.72
118989,2022-08-18,98.2962,35478.55
120594,2022-08-18,46.9291,16008.03
118825,2022-08-18,39.1089,14688.76
119775,2022-08-18,77.9247,28185.71
119551,2022-08-19,94.3368,34651.49
120503,2022-08-19,102.2879,37624.74
118632,2022-08-19,66.781,24338.88
119092,2022-08-19,61.1737,22938.88
120841,2022-08-19,53.0427,19384.66
125497,2022-08-19,121.4971,43397.61
118989,2022-08-19,98.9452,35654.01
120594,2022-08-19,46.4043,16796.98
118825,2022-08-19,38.9136,14284.9
119775,2022-08-19,78.6918,28326.95
119551,2022-08-22,95.083,34254.02
120503,2022-08-22,102.2109,37150.57
118632,2022-08-22,67.2634,23693.82
119092,2022-08-22,61.2281,22724.99
120841,2022-08-22,53.6398,18631.34
125497,2022-08-22,122.5763,43771.24
118989,2022-08-22,98.2192,35163.64
120594,2022-08-22,46.8386,17636.97
118825,2022-08-22,39.2214,14741.49
119775,2022-08-22,77.5584,28055.57
119551,2022-08-23,95.4335,34362.71
120503,2022-08-23,102.4398,36422.02
118632,2022-08-23,67.3004,23893.74
119092,2022-08-23,61.6063,22078.31
120841,2022-08-23,53.5817,19260.24
125497,2022-08-23,122.3998,44850.59
118989,2022-08-23,98.526,35899.67
120594,2022-08-23,46.7975,16529.73
118825,2022-08-23,39.0347,13569.2
119775,2022-08-23,78.4185,28356.25
119551,2022-08-24,94.7483,33840.17
120503,2022-08-24,102.9604,36423.71
118632,2022-08-24,66.9123,24780.24
119092,2022-08-24,61.2435,21741.59
120841,2022-08-24,54.2292,18136.81
125497,2022-08-24,122.2463,44898.65
118989,2022-08-24,98.138,35449.91
120594,2022-08-24,47.3697,16441.48
118825,2022-08-24,39.0003,14205.39
119775,2022-08-24,78.1811,27737.54
119551,2022-08-25,94.9381,33335.94
120503,2022-08-25,103.0321,37217.25
118632,2022-08-25,67.0067,23888.09
119092,2022-08-25,61.6181,21730.88
120841,2022-08-25,53.5702,19165.83
125497,2022-08-25,123.744,43975.39
118989,2022-08-25,98.2975,35117.93
120594,2022-08-25,46.858,16317.54
118825,2022-08-25,38.9547,14430.18
119775,2022-08-25,78.0318,28046.18
119551,2022-08-26,94.817,33336.04
120503,2022-08-26,102.6308,37498.47
118632,2022-08-26,66.9482,23661.81
119092,2022-08-26,61.3655,21832.68
120841,2022-08-26,53.7129,18994.18
125497,2022-08-26,122.9126,43754.54
118989,2022-08-26,98.5303,35355.63
120594,2022-08-26,46.9952,17116.56
118825,2022-08-26,39.1083,14606.47
119775,2022-08-26,78.4144,28743.92
119551,2022-08-29,95.0368,34136.06
120503,2022-08-29,102.5862,36807.81
118632,2022-08-29,67.3541,23817.25
119092,2022-08-29,61.9267,22012.84
120841,2022-08-29,54.0669,18675.6
125497,2022-08-29,122.8804,43751.82
118989,2022-08-29,98.8708,35521.05
120594,2022-08-29,46.96,16572.1
118825,2022-08-29,39.142,14362.29
119775,2022-08-29,78.586,27970.19
119551,2022-08-30,94.8902,34051.03
120503,2022-08-30,102.9699,36926.27
118632,2022-08-30,66.9794,24870.24
119092,2022-08-30,61.3496,22756.24
120841,2022-08-30,54.0269,19673.56
125497,2022-08-30,124.0758,44277.92
118989,2022-08-30,98.2967,34938.46
120594,2022-08-30,46.8399,17218.67
118825,2022-08-30,38.8916,13288.82
119775,2022-08-30,78.8378,28506.44
119551,2022-08-31,95.2622,34461.67
120503,2022-08-31,103.2729,36706.57
118632,2022-08-31,66.679,24641.54
119092,2022-08-31,61.649,21311.89
120841,2022-08-31,53.7298,18965.64
125497,2022-08-31,122.9892,43836.01
118989,2022-08-31,98.6846,35095.79
120594,2022-08-31,46.7412,17136.5
118825,2022-08-31,39.2381,13287.11
119775,2022-08-31,78.4494,28443.81
119551,2022-09-01,95.0235,34093.84
120503,2022-09-01,102.5675,35924.96
118632,2022-09-01,67.2777,23956.06
119092,2022-09-01,61.6459,21882.61
120841,2022-09-01,53.6344,19281.15
125497,2022-09-01,123.0206,44433.14
118989,2022-09-01,98.2579,34477.8
120594,2022-09-01,47.0151,16148.4
118825,2022-09-01,38.7106,13451.61
119775,2022-09-01,78.1545,27602.03
119551,2022-09-02,94.4337,33887.68
120503,2022-09-02,103.4771,37214.71
118632,2022-09-02,67.1226,24460.56
119092,2022-09-02,61.4057,21559.0
120841,2022-09-02,53.8589,18658.21
125497,2022-09-02,123.2372,43987.16
118989,2022-09-02,98.2832,34970.97
120594,2022-09-02,47.2229,16005.32
118825,2022-09-02,39.2005,13855.72
119775,2022-09-02,78.0473,28019.47
119551,2022-09-05,95.195,33970.03
120503,2022-09-05,103.002,37507.42
118632,2022-09-05,66.9214,24208.97
119092,2022-09-05,61.0318,22228.48
120841,2022-09-05,53.2333,19515.68
125497,2022-09-05,122.7584,44082.07
118989,2022-09-05,97.7754,35212.01
120594,2022-09-05,47.1442,17109.92
118825,2022-09-05,39.1396,13996.76
119775,2022-09-05,78.6862,28368.0
119551,2022-09-06,94.7794,33710.09
120503,2022-09-06,102.5595,36782.18
118632,2022-09-06,66.7424,22920.81
119092,2022-09-06,61.4397,22126.44
120841,2022-09-06,53.7172,19742.5
125497,2022-09-06,122.2885,43743.42
118989,2022-09-06,97.7648,35322.91
120594,2022-09-06,46.9414,16559.59
118825,2022-09-06,39.1434,13646.56
119775,2022-09-06,77.9146,28790.25
119551,2022-09-07,95.3701,33907.92
120503,2022-09-07,102.1423,36692.85
118632,2022-09-07,67.2493,24084.94
119092,2022-09-07,61.7648,22613.44
120841,2022-09-07,53.6413,18965.96
125497,2022-09-07,122.7026,43793.26
118989,2022-09-07,98.7776,34987.93
120594,2022-09-07,46.6009,17032.48
118825,2022-09-07,39.1109,13766.41
119775,2022-09-07,77.5693,28585.03
119551,2022-09-08,95.2991,33431.56
120503,2022-09-08,102.8967,36258.13
118632,2022-09-08,66.6528,22950.65
119092,2022-09-08,61.6869,22439.96
120841,2022-09-08,53.5744,19170.08
125497,2022-09-08,123.9104,43622.3
118989,2022-09-08,97.8349,35263.77
120594,2022-09-08,47.0581,16651.56
118825,2022-09-08,38.8694,13616.39
119775,2022-09-08,78.4776,28357.38
119551,2022-09-09,94.2671,33388.7
120503,2022-09-09,102.3456,36787.28
118632,2022-09-09,67.7047,23857.09
119092,2022-09-09,61.4729,21601.43
120841,2022-09-09,54.2546,18899.04
125497,2022-09-09,122.6301,44078.11
118989,2022-09-09,97.7465,35604.38
120594,2022-09-09,46.9281,16378.64
118825,2022-09-09,39.004,13052.98
119775,2022-09-09,78.022,26862.69
119551,2022-09-12,94.6882,33752.21
120503,2022-09-12,102.4223,36508.57
118632,2022-09-12,66.7213,24617.02
119092,2022-09-12,61.7885,21915.22
120841,2022-09-12,53.8536,19046.75
125497,2022-09-12,122.6191,43585.61
118989,2022-09-12,98.5352,35509.03
120594,2022-09-12,46.6107,16879.99
118825,2022-09-12,38.9776,13549.04
119775,2022-09-12,78.1272,27040.58
119551,2022-09-13,94.6565,34944.76
120503,2022-09-13,102.8517,36232.21
118632,2022-09-13,67.1125,24044.31
119092,2022-09-13,61.2794,21707.12
120841,2022-09-13,53.5574,18903.8
125497,2022-09-13,122.64,44369.75
118989,2022-09-13,98.5471,34551.77
120594,2022-09-13,46.7642,17603.46
118825,2022-09-13,39.3665,14184.88
119775,2022-09-13,78.6676,28604.09
119551,2022-09-14,94.743,33001.85
120503,2022-09-14,102.578,36158.91
118632,2022-09-14,66.9579,24873.1
119092,2022-09-14,61.409,21607.42
120841,2022-09-14,53.253,18218.52
125497,2022-09-14,121.6329,44813.38
118989,2022-09-14,98.5216,35134.48
120594,2022-09-14,46.8098,16774.02
118825,2022-09-14,39.0329,14696.06
119775,2022-09-14,78.2064,27008.78
119551,2022-09-15,95.2052,33035.09
120503,2022-09-15,102.3708,36106.97
118632,2022-09-15,66.8976,23371.43
119092,2022-09-15,60.9328,21476.73
120841,2022-09-15,53.7037,19107.14
125497,2022-09-15,122.9903,44680.15
118989,2022-09-15,98.2035,35485.05
120594,2022-09-15,46.6162,16757.72
118825,2022-09-15,38.8155,14276.91
119775,2022-09-15,78.3502,28482.92
119551,2022-09-16,94.6948,34447.73
120503,2022-09-16,102.4393,36519.26
118632,2022-09-16,67.0025,24362.98
119092,2022-09-16,61.8869,22364.57
120841,2022-09-16,53.2173,18710.94
125497,2022-09-16,121.8458,44038.69
118989,2022-09-16,97.5655,35881.16
120594,2022-09-16,46.7351,17120.88
118825,2022-09-16,39.0235,14171.91
119775,2022-09-16,77.6311,27983.26
119551,2022-09-19,94.3662,33949.36
120503,2022-09-19,102.3914,37140.74
118632,2022-09-19,66.6,24411.8
119092,2022-09-19,61.2685,22819.38
120841,2022-09-19,52.5967,18878.66
125497,2022-09-19,123.0482,42739.38
118989,2022-09-19,98.538,35241.1
120594,2022-09-19,46.2889,17162.8
118825,2022-09-19,38.7472,13543.59
119775,2022-09-19,78.3755,27806.55
119551,2022-09-20,94.0819,35003.98
120503,2022-09-20,102.6985,36632.72
118632,2022-09-20,66.4617,23898.02
119092,2022-09-20,61.5741,21508.75
120841,2022-09-20,53.0531,19837.28
125497,2022-09-20,122.1256,44050.23
118989,2022-09-20,98.0555,35004.96
120594,2022-09-20,46.1799,16693.92
118825,2022-09-20,39.1247,15086.22
119775,2022-09-20,77.7738,27985.66
119551,2022-09-21,95.0094,34297.85
120503,2022-09-21,102.3415,35810.43
118632,2022-09-21,66.5309,24107.38
119092,2022-09-21,60.6848,21816.98
120841,2022-09-21,53.7347,19071.43
125497,2022-09-21,121.4135,43056.45
118989,2022-09-21,97.7569,34911.14
120594,2022-09-21,46.4767,16913.75
118825,2022-09-21,38.9324,14087.29
119775,2022-09-21,77.8878,27385.5
119551,2022-09-22,94.094,33836.92
120503,2022-09-22,102.1128,37294.79
118632,2022-09-22,66.393,23611.21
119092,2022-09-22,61.4695,22079.23
120841,2022-09-22,52.9536,19044.51
125497,2022-09-22,121.4411,43431.52
118989,2022-09-22,97.1098,34802.01
120594,2022-09-22,47.0606,17305.24
118825,2022-09-22,39.0985,14543.81
119775,2022-09-22,77.6662,28201.72
119551,2022-09-23,94.3449,33465.96
120503,2022-09-23,101.5324,37250.18
118632,2022-09-23,66.2,24100.46
119092,2022-09-23,61.1977,22376.37
120841,2022-09-23,53.3411,18599.64
125497,2022-09-23,122.334,43930.87
118989,2022-09-23,97.1993,34205.62
120594,2022-09-23,46.6906,16023.78
118825,2022-09-23,38.5311,14873.96
119775,2022-09-23,77.2393,27790.01
119551,2022-09-26,94.1243,34035.11
120503,2022-09-26,101.3738,36445.84
118632,2022-09-26,66.6608,23860.61
119092,2022-09-26,60.8778,20918.7
120841,2022-09-26,52.9976,19628.71
125497,2022-09-26,121.3674,43524.23
118989,2022-09-26,97.5797,35499.33
120594,2022-09-26,46.5635,16516.82
118825,2022-09-26,38.8757,14814.48
119775,2022-09-26,77.8985,27218.33
119551,2022-09-27,95.266,33337.2
120503,2022-09-27,101.1999,36952.2
118632,2022-09-27,66.3394,24180.68
119092,2022-09-27,61.1978,22465.26
120841,2022-09-27,52.8797,19236.03
125497,2022-09-27,122.2303,44526.46
118989,2022-09-27,97.8341,35608.73
120594,2022-09-27,46.6061,16543.24
118825,2022-09-27,38.4838,14211.2
119775,2022-09-27,77.2701,28622.26
119551,2022-09-28,93.5756,33809.41
120503,2022-09-28,101.4862,37283.49
118632,2022-09-28,66.5405,24011.41
119092,2022-09-28,60.8692,22807.38
120841,2022-09-28,52.6291,19574.02
125497,2022-09-28,122.1717,44607.14
118989,2022-09-28,97.6153,34813.04
120594,2022-09-28,46.3074,17131.09
118825,2022-09-28,38.5807,13900.83
119775,2022-09-28,76.8408,27403.78
119551,2022-09-29,94.0177,33787.0
120503,2022-09-29,101.2518,36706.1
118632,2022-09-29,66.3518,23869.38
119092,2022-09-29,60.7871,22044.24
120841,2022-09-29,52.9488,19194.32
125497,2022-09-29,120.9913,43749.2
118989,2022-09-29,96.3751,34616.79
120594,2022-09-29,46.1337,16600.56
118825,2022-09-29,38.8503,13995.48
119775,2022-09-29,77.3576,27528.78
119551,2022-09-30,93.9148,34847.89
120503,2022-09-30,101.4768,36387.63
118632,2022-09-30,65.8569,24131.45
119092,2022-09-30,60.4306,22356.69
120841,2022-09-30,52.7224,18371.94
125497,2022-09-30,121.6429,43353.15
118989,2022-09-30,97.3699,35718.71
120594,2022-09-30,46.2202,16904.15
118825,2022-09-30,38.8642,13767.58
119775,2022-09-30,77.8006,27835.72
119551,2022-10-03,93.1543,34048.77
120503,2022-10-03,101.3607,37367.18
118632,2022-10-03,66.3032,24184.76
119092,2022-10-03,60.7146,22090.44
120841,2022-10-03,53.0199,18940.65
125497,2022-10-03,120.4736,44104.28
118989,2022-10-03,98.0379,35603.84
120594,2022-10-03,46.0791,17496.96
118825,2022-10-03,38.1955,13874.05
119775,2022-10-03,77.1826,27663.38
119551,2022-10-04,93.2182,33915.0
120503,2022-10-04,100.9187,36407.93
118632,2022-10-04,65.6541,23219.97
119092,2022-10-04,60.2153,21949.22
120841,2022-10-04,53.025,18868.3
125497,2022-10-04,120.2957,44802.72
118989,2022-10-04,96.2666,35247.3
120594,2022-10-04,45.9889,16440.54
118825,2022-10-04,38.5556,14230.58
119775,2022-10-04,77.4207,28334.38
119551,2022-10-05,93.4532,34312.29
120503,2022-10-05,100.6046,37405.26
118632,2022-10-05,66.0806,24244.9
119092,2022-10-05,60.592,21260.14
120841,2022-10-05,52.4645,19266.14
125497,2022-10-05,120.9345,44287.52
118989,2022-10-05,96.7307,35107.74
120594,2022-10-05,46.4087,16974.79
118825,2022-10-05,38.5845,14597.6
119775,2022-10-05,77.35,28158.84
119551,2022-10-06,93.6126,34133.0
120503,2022-10-06,101.4813,37940.31
118632,2022-10-06,65.5483,23623.63
119092,2022-10-06,60.8088,22093.07
120841,2022-10-06,52.5862,18852.94
125497,2022-10-06,121.2621,44280.18
118989,2022-10-06,97.4806,35154.4
120594,2022-10-06,46.2925,17626.94
118825,2022-10-06,38.1684,13473.3
119775,2022-10-06,76.9337,27713.72
119551,2022-10-07,93.0407,33669.54
120503,2022-10-07,100.8287,36347.99
118632,2022-10-07,65.4183,24192.59
119092,2022-10-07,60.3531,22489.44
120841,2022-10-07,52.7671,19411.98
125497,2022-10-07,121.0516,43542.57
118989,2022-10-07,96.2907,35337.43
120594,2022-10-07,46.2579,17123.28
118825,2022-10-07,38.3476,13906.86
119775,2022-10-07,76.8567,27421.81
119551,2022-10-10,93.3254,34386.15
120503,2022-10-10,101.0481,37296.72
118632,2022-10-10,65.9216,23057.97
119092,2022-10-10,60.2156,21285.07
120841,2022-10-10,52.2691,19133.6
125497,2022-10-10,120.958,44165.58
118989,2022-10-10,96.3477,36092.81
120594,2022-10-10,45.9862,16325.14
118825,2022-10-10,38.0357,13563.53
119775,2022-10-10,76.5984,27229.68
119551,2022-10-11,93.0657,34154.45
120503,2022-10-11,100.1971,36852.07
118632,2022-10-11,65.7169,23684.03
119092,2022-10-11,60.3,21641.64
120841,2022-10-11,52.5906,19928.82
125497,2022-10-11,120.374,43363.27
118989,2022-10-11,96.1965,35240.53
120594,2022-10-11,45.7125,16170.25
118825,2022-10-11,38.1777,14434.18
119775,2022-10-11,76.7752,28599.94
119551,2022-10-12,92.775,34982.31
120503,2022-10-12,100.0467,37020.41
118632,2022-10-12,65.4292,24745.7
119092,2022-10-12,60.0521,21483.96
120841,2022-10-12,52.4594,18639.0
125497,2022-10-12,119.6067,44463.18
118989,2022-10-12,96.0602,35627.8
120594,2022-10-12,45.6677,17448.39
118825,2022-10-12,38.1786,13021.32
119775,2022-10-12,76.1051,27301.27
119551,2022-10-13,92.0867,34255.25
120503,2022-10-13,100.5119,37095.41
118632,2022-10-13,65.2204,24265.85
119092,2022-10-13,59.5844,21758.56
120841,2022-10-13,52.3151,18914.84
125497,2022-10-13,120.0314,43988.63
118989,2022-10-13,96.1882,35351.76
120594,2022-10-13,46.0097,16559.88
118825,2022-10-13,38.2883,14138.74
119775,2022-10-13,76.4336,28066.86
119551,2022-10-14,91.7075,34958.74
120503,2022-10-14,99.8308,36401.78
118632,2022-10-14,65.2849,23345.0
119092,2022-10-14,60.4133,21690.15
120841,2022-10-14,52.1412,18785.16
125497,2022-10-14,120.1067,44697.92
118989,2022-10-14,96.0131,34812.9
120594,2022-10-14,46.0449,16941.78
118825,2022-10-14,38.0129,13963.99
119775,2022-10-14,76.3245,28118.54
119551,2022-10-17,92.3729,34011.96
120503,2022-10-17,100.8362,38216.85
118632,2022-10-17,65.2558,23541.39
119092,2022-10-17,59.4814,22406.57
120841,2022-10-17,51.7734,19109.1
125497,2022-10-17,119.7577,44090.84
118989,2022-10-17,95.4544,36118.89
120594,2022-10-17,45.81,16564.58
118825,2022-10-17,38.1727,13908.03
119775,2022-10-17,75.8905,27796.21
119551,2022-10-18,92.7923,33720.47
120503,2022-10-18,99.8572,37310.02
118632,2022-10-18,65.2369,24120.2
119092,2022-10-18,59.5339,23165.43
120841,2022-10-18,52.3129,18015.73
125497,2022-10-18,120.151,43356.97
118989,2022-10-18,94.9433,34851.03
120594,2022-10-18,45.8661,16663.79
118825,2022-10-18,38.0385,13165.0
119775,2022-10-18,76.3797,27866.38
119551,2022-10-19,91.6601,34162.41
120503,2022-10-19,100.027,36842.51
118632,2022-10-19,65.4755,24291.81
119092,2022-10-19,60.0772,21972.61
120841,2022-10-19,52.0967,19632.09
125497,2022-10-19,119.9653,43833.45
118989,2022-10-19,96.2922,35257.68
120594,2022-10-19,45.5626,17020.92
118825,2022-10-19,37.8183,13177.0
119775,2022-10-19,76.6556,28532.13
119551,2022-10-20,91.7348,34068.55
120503,2022-10-20,100.0013,36556.02
118632,2022-10-20,65.4611,23752.74
119092,2022-10-20,59.8848,21684.79
120841,2022-10-20,52.1467,19974.93
125497,2022-10-20,119.4847,43755.96
118989,2022-10-20,95.4766,35562.43
120594,2022-10-20,45.4319,16602.54
118825,2022-10-20,38.2432,14698.48
119775,2022-10-20,75.6375,27340.84
119551,2022-10-21,91.5026,33442.61
120503,2022-10-21,99.4978,36762.14
118632,2022-10-21,64.56,24077.3
119092,2022-10-21,58.7621,22069.92
120841,2022-10-21,52.3659,18592.45
125497,2022-10-21,117.5372,44083.27
118989,2022-10-21,95.6051,34995.79
120594,2022-10-21,45.5306,17445.54
118825,2022-10-21,38.1978,14299.01
119775,2022-10-21,75.3717,28084.71
119551,2022-10-24,91.3927,33992.22
120503,2022-10-24,99.2682,36514.52
118632,2022-10-24,65.2719,23886.17
119092,2022-10-24,59.0042,22189.77
120841,2022-10-24,52.0147,19225.52
125497,2022-10-24,118.3968,43783.8
118989,2022-10-24,94.7993,34947.66
120594,2022-10-24,45.2214,16689.48
118825,2022-10-24,37.5701,14123.39
119775,2022-10-24,75.3408,28438.55
119551,2022-10-25,91.9061,34752.89
120503,2022-10-25,98.6719,37505.6
118632,2022-10-25,64.7256,24309.45
119092,2022-10-25,59.6085,22480.59
120841,2022-10-25,51.8232,19427.29
125497,2022-10-25,118.6772,44363.82
118989,2022-10-25,94.5898,35402.28
120594,2022-10-25,45.6557,17803.23
118825,2022-10-25,37.9639,14730.68
119775,2022-10-25,75.7372,28526.91
119551,2022-10-26,92.4988,33972.87
120503,2022-10-26,98.4913,36714.84
118632,2022-10-26,64.7656,23588.04
119092,2022-10-26,58.9879,21753.51
120841,2022-10-26,51.4726,19656.33
125497,2022-10-26,119.5721,44337.69
118989,2022-10-26,94.294,35303.54
120594,2022-10-26,45.1166,16939.87
118825,2022-10-26,37.6033,14491.42
119775,2022-10-26,75.7405,27839.7
119551,2022-10-27,91.8164,34031.6
120503,2022-10-27,99.9404,35849.21
118632,2022-10-27,64.7841,24621.5
119092,2022-10-27,59.171,21750.45
120841,2022-10-27,51.7708,18740.13
125497,2022-10-27,118.2487,43487.91
118989,2022-10-27,94.757,34154.01
120594,2022-10-27,45.1356,17079.23
118825,2022-10-27,37.6522,13794.05
119775,2022-10-27,75.7516,28788.9
119551,2022-10-28,91.2206,34602.47
120503,2022-10-28,98.2667,36377.09
118632,2022-10-28,64.7729,24128.84
119092,2022-10-28,59.2606,22432.43
120841,2022-10-28,51.6411,19581.25
125497,2022-10-28,118.1867,43686.26
118989,2022-10-28,93.9395,35538.18
120594,2022-10-28,45.0463,17303.77
118825,2022-10-28,37.8671,13888.9
119775,2022-10-28,75.4114,28098.91
119551,2022-10-31,91.255,33270.7
120503,2022-10-31,99.5295,36516.09
118632,2022-10-31,64.6357,24145.68
119092,2022-10-31,59.1834,22109.47
120841,2022-10-31,51.8004,18764.63
125497,2022-10-31,118.7531,44082.93
118989,2022-10-31,94.5833,34992.45
120594,2022-10-31,45.1242,17089.58
118825,2022-10-31,37.4064,13139.71
119775,2022-10-31,75.1268,28351.05
119551,2022-11-01,91.1557,34685.59
120503,2022-11-01,99.3964,37501.26
118632,2022-11-01,64.8706,24131.78
119092,2022-11-01,59.2213,21658.95
120841,2022-11-01,50.9034,19402.7
125497,2022-11-01,117.7063,43899.41
118989,2022-11-01,93.411,35648.77
120594,2022-11-01,45.0621,16504.63
118825,2022-11-01,37.3849,13593.7
119775,2022-11-01,74.8777,27514.48
119551,2022-11-02,90.6254,33895.1
120503,2022-11-02,98.5832,37229.69
118632,2022-11-02,63.8694,23777.09
119092,2022-11-02,58.7834,22170.46
120841,2022-11-02,51.5033,19624.51
125497,2022-11-02,119.0681,44000.53
118989,2022-11-02,94.6789,34825.19
120594,2022-11-02,45.0497,16812.43
118825,2022-11-02,37.9379,13430.22
119775,2022-11-02,75.0804,28009.73
119551,2022-11-03,90.8511,34176.22
120503,2022-11-03,98.6864,36859.77
118632,2022-11-03,64.1398,24367.29
119092,2022-11-03,58.7376,21813.93
120841,2022-11-03,51.6885,19898.94
125497,2022-11-03,117.5742,44311.42
118989,2022-11-03,94.3519,35721.99
120594,2022-11-03,45.0729,17648.53
118825,2022-11-03,37.8095,13513.38
119775,2022-11-03,74.9682,27624.75
119551,2022-11-04,91.0856,33091.37
120503,2022-11-04,97.8541,37309.9
118632,2022-11-04,64.4222,24376.74
119092,2022-11-04,58.7112,21474.45
120841,2022-11-04,51.4095,19891.42
125497,2022-11-04,117.9615,44091.5
118989,2022-11-04,94.8542,35389.84
120594,2022-11-04,45.0622,17013.7
118825,2022-11-04,37.4866,14786.69
119775,2022-11-04,75.0035,27639.74
119551,2022-11-07,91.2714,34473.34
120503,2022-11-07,98.2573,37161.99
118632,2022-11-07,64.5454,22324.14
119092,2022-11-07,58.3962,22200.25
120841,2022-11-07,51.1546,20043.22
125497,2022-11-07,117.9193,43949.2
118989,2022-11-07,94.22,35010.06
120594,2022-11-07,44.8209,16860.92
118825,2022-11-07,37.6386,13226.46
119775,2022-11-07,75.0104,27775.19
119551,2022-11-08,90.9781,33624.11
120503,2022-11-08,98.4969,36263.91
118632,2022-11-08,64.1879,23869.85
119092,2022-11-08,58.3865,22209.13
120841,2022-11-08,50.6803,19012.16
125497,2022-11-08,116.8691,44128.5
118989,2022-11-08,94.0033,35608.48
120594,2022-11-08,44.8933,16693.52
118825,2022-11-08,37.6426,13767.59
119775,2022-11-08,74.8826,28713.13
119551,2022-11-09,91.1856,34991.44
120503,2022-11-09,98.6017,36535.18
118632,2022-11-09,64.49,24461.17
119092,2022-11-09,58.7453,22270.05
120841,2022-11-09,51.3144,19449.04
125497,2022-11-09,117.6588,43935.05
118989,2022-11-09,94.8557,35428.11
120594,2022-11-09,44.638,16904.21
118825,2022-11-09,37.3788,14156.51
119775,2022-11-09,74.9463,28183.12
119551,2022-11-10,90.1484,33216.05
120503,2022-11-10,98.9979,36786.68
118632,2022-11-10,64.5451,24263.8
119092,2022-11-10,58.6518,21155.74
120841,2022-11-10,51.4378,19458.65
125497,2022-11-10,118.5599,43898.74
118989,2022-11-10,94.1109,34295.97
120594,2022-11-10,44.7731,16922.97
118825,2022-11-10,37.3558,13563.02
119775,2022-11-10,75.3305,28801.34
119551,2022-11-11,90.3854,34049.46
120503,2022-11-11,98.1232,37542.41
118632,2022-11-11,64.1931,24298.64
119092,2022-11-11,58.5213,22663.75
120841,2022-11-11,51.2258,20131.46
125497,2022-11-11,118.1577,43674.52
118989,2022-11-11,94.2773,35321.71
120594,2022-11-11,44.8389,17174.94
118825,2022-11-11,37.4,14014.07
119775,2022-11-11,74.5879,27627.8
119551,2022-11-14,90.7992,34089.34
120503,2022-11-14,98.7364,36122.71
118632,2022-11-14,64.1043,24796.94
119092,2022-11-14,58.5449,21478.27
120841,2022-11-14,51.0341,19595.73
125497,2022-11-14,116.7663,44009.75
118989,2022-11-14,93.6757,34912.26
120594,2022-11-14,44.7851,16612.72
118825,2022-11-14,37.3102,13973.02
119775,2022-11-14,74.8431,27773.24
119551,2022-11-15,90.9491,33760.2
120503,2022-11-15,98.0137,36820.93
118632,2022-11-15,63.5433,23589.52
119092,2022-11-15,58.5363,21488.6
120841,2022-11-15,51.191,18833.38
125497,2022-11-15,116.9389,44508.0
118989,2022-11-15,94.8683,35696.97
120594,2022-11-15,44.9034,17361.99
118825,2022-11-15,37.4223,13869.66
119775,2022-11-15,74.7736,27832.07
119551,2022-11-16,89.7981,33579.31
120503,2022-11-16,97.8261,37041.8
118632,2022-11-16,63.904,23100.12
119092,2022-11-16,58.7031,22143.34
120841,2022-11-16,51.4233,19382.15
125497,2022-11-16,118.7368,43566.3
118989,2022-11-16,94.5171,35660.51
120594,2022-11-16,44.7004,16735.95
118825,2022-11-16,37.231,13938.04
119775,2022-11-16,74.568,27777.56
119551,2022-11-17,90.7225,33482.1
120503,2022-11-17,98.7135,37239.06
118632,2022-11-17,63.8324,24431.34
119092,2022-11-17,58.4151,21107.99
120841,2022-11-17,51.3084,19473.27
125497,2022-11-17,117.0018,44263.1
118989,2022-11-17,94.7894,36706.19
120594,2022-11-17,44.6454,16963.33
118825,2022-11-17,37.1422,15415.74
119775,2022-11-17,74.5619,28430.0
119551,2022-11-18,90.758,33471.47
120503,2022-11-18,98.0936,36123.18
118632,2022-11-18,63.8441,23865.94
119092,2022-11-18,58.7616,20864.14
120841,2022-11-18,51.2132,20476.5
125497,2022-11-18,116.8761,44162.93
118989,2022-11-18,93.7335,33788.89
120594,2022-11-18,44.6163,16458.26
118825,2022-11-18,37.5026,13982.46
119775,2022-11-18,74.6317,28336.61
119551,2022-11-21,90.7739,33917.53
